id,stoveId,type,state,safety,time_elapsed_1,avg_pan_temp_1,highest_pan_temp_1,lowest_pan_temp_1,avg_food_temp_1,highest_food_temp_1,lowest_food_temp_1,time_elapsed_2,avg_pan_temp_2,highest_pan_temp_2,lowest_pan_temp_2,avg_food_temp_2,highest_food_temp_2,lowest_food_temp_2,time_elapsed_3,avg_pan_temp_3,highest_pan_temp_3,lowest_pan_temp_3,avg_food_temp_3,highest_food_temp_3,lowest_food_temp_3,time_elapsed_4,avg_pan_temp_4,highest_pan_temp_4,lowest_pan_temp_4,avg_food_temp_4,highest_food_temp_4,lowest_food_temp_4,time_elapsed_5,avg_pan_temp_5,highest_pan_temp_5,lowest_pan_temp_5,avg_food_temp_5,highest_food_temp_5,lowest_food_temp_5,time_elapsed_6,avg_pan_temp_6,highest_pan_temp_6,lowest_pan_temp_6,avg_food_temp_6,highest_food_temp_6,lowest_food_temp_6,time_elapsed_7,avg_pan_temp_7,highest_pan_temp_7,lowest_pan_temp_7,avg_food_temp_7,highest_food_temp_7,lowest_food_temp_7,time_elapsed_8,avg_pan_temp_8,highest_pan_temp_8,lowest_pan_temp_8,avg_food_temp_8,highest_food_temp_8,lowest_food_temp_8,time_elapsed_9,avg_pan_temp_9,highest_pan_temp_9,lowest_pan_temp_9,avg_food_temp_9,highest_food_temp_9,lowest_food_temp_9,time_elapsed_10,avg_pan_temp_10,highest_pan_temp_10,lowest_pan_temp_10,avg_food_temp_10,highest_food_temp_10,lowest_food_temp_10,time_elapsed_11,avg_pan_temp_11,highest_pan_temp_11,lowest_pan_temp_11,avg_food_temp_11,highest_food_temp_11,lowest_food_temp_11,time_elapsed_12,avg_pan_temp_12,highest_pan_temp_12,lowest_pan_temp_12,avg_food_temp_12,highest_food_temp_12,lowest_food_temp_12,time_elapsed_13,avg_pan_temp_13,highest_pan_temp_13,lowest_pan_temp_13,avg_food_temp_13,highest_food_temp_13,lowest_food_temp_13,time_elapsed_14,avg_pan_temp_14,highest_pan_temp_14,lowest_pan_temp_14,avg_food_temp_14,highest_food_temp_14,lowest_food_temp_14,time_elapsed_15,avg_pan_temp_15,highest_pan_temp_15,lowest_pan_temp_15,avg_food_temp_15,highest_food_temp_15,lowest_food_temp_15,time_elapsed_16,avg_pan_temp_16,highest_pan_temp_16,lowest_pan_temp_16,avg_food_temp_16,highest_food_temp_16,lowest_food_temp_16,time_elapsed_17,avg_pan_temp_17,highest_pan_temp_17,lowest_pan_temp_17,avg_food_temp_17,highest_food_temp_17,lowest_food_temp_17,time_elapsed_18,avg_pan_temp_18,highest_pan_temp_18,lowest_pan_temp_18,avg_food_temp_18,highest_food_temp_18,lowest_food_temp_18,time_elapsed_19,avg_pan_temp_19,highest_pan_temp_19,lowest_pan_temp_19,avg_food_temp_19,highest_food_temp_19,lowest_food_temp_19,time_elapsed_20,avg_pan_temp_20,highest_pan_temp_20,lowest_pan_temp_20,avg_food_temp_20,highest_food_temp_20,lowest_food_temp_20
1,1,0,1,1,0,35.63261521,40.63411765,19.78857143,36.60978665,39.67017518,34.17937766,22,35.71755931,40.63411765,19.78857143,36.59717624,39.65868981,34.157886,44,56.54481382,70.89378151,14.40907563,61.20907816,67.80497387,48.41065348,66,93.42783847,105.8605042,53.41042017,99.79709255,103.9543836,91.62909216,88,112.4285933,138.809916,15.08151261,124.8966087,133.4538093,101.4629717,110,135.0008088,149.5689076,19.78857143,143.7881398,148.8964706,125.8225502,132,148.7370913,161.0003361,19.78857143,155.8806529,159.6872309,146.6249398,154,159.2972296,174.4490756,19.78857143,168.3565323,173.6984483,155.3193347,176,170.3350326,183.8631933,20.4610084,174.8655022,179.1881553,164.7200141,198,183.9843354,196.6394958,80.98033613,190.8402158,194.8203007,175.9510793,220,188.31178,202.0189916,174.4490756,197.3458303,202.3239339,181.7365558,242,197.6955349,210.0882353,187.2253782,199.2622345,206.5853078,188.8806076,264,208.1952109,220.8472269,197.3119328,213.1071733,219.4466481,198.9971761,286,212.4308206,225.5542857,197.3119328,220.1212764,224.8094324,202.271993,308,219.3999755,234.2959664,204.7087395,226.4451144,233.4299491,206.9626486,330,227.3445024,243.0376471,214.1228571,233.3684136,239.4188744,220.4428963,352,234.1914296,253.1242017,220.8472269,242.7087649,251.5297635,225.5542857,374,240.1924657,261.1934454,136.1201681,251.1636705,257.5573047,229.5144064,396,241.8692557,264.5556303,54.75529412,252.6625013,262.2145534,231.8986768,418,245.6446762,263.2107563,70.89378151,256.6917276,263.0621946,238.1491659
2,1,1,1,0,0,245.3006601,265.9005042,124.0163025,260.3443635,263.0367138,258.3560419,143,245.1570217,264.5556303,124.0163025,259.691186,263.0061016,254.733975,286,211.8679032,243.0376471,79.63546218,228.7039456,228.7039456,228.7039456,429,169.3978218,193.9497479,61.47966387,189.3502052,189.3502052,189.3502052,572,140.7419122,161.0003361,57.44504202,158.3966602,158.3966602,158.3966602,715,106.3520354,106.3520354,106.3520354,106.3520354,106.3520354,106.3520354,858,78.60801408,84.34252101,57.44504202,70.12583948,74.8746084,58.61875019,1001,61.20211086,79.63546218,20.4610084,71.60109821,74.54415366,68.57980722,1144,52.09708686,58.78991597,19.78857143,56.02433148,56.16973051,55.89264243,1287,45.51554391,45.51554391,45.51554391,45.51554391,45.51554391,45.51554391,1430,41.26239118,49.37579832,17.7712605,45.96345375,48.33657754,42.19389413,1573,36.9165704,44.6687395,15.08151261,43.66008403,43.66008403,43.66008403,1716,31.63370757,31.63370757,31.63370757,31.63370757,31.63370757,31.63370757,1859,27.62633362,27.62633362,27.62633362,27.62633362,27.62633362,27.62633362,2002,25.10519063,25.10519063,25.10519063,25.10519063,25.10519063,25.10519063,2145,23.37333204,23.37333204,23.37333204,23.37333204,23.37333204,23.37333204,2288,21.46170846,21.46170846,21.46170846,21.46170846,21.46170846,21.46170846,2431,19.12117852,19.12117852,19.12117852,19.12117852,19.12117852,19.12117852,2574,17.29965363,17.29965363,17.29965363,17.29965363,17.29965363,17.29965363,2717,16.12014691,16.12014691,16.12014691,16.12014691,16.12014691,16.12014691
3,1,1,1,0,0,245.06356,266.5729412,123.3438655,260.1057782,262.8332746,255.4183984,57,245.4805427,265.9005042,124.6887395,260.6771148,262.9487269,258.3916246,114,230.5187229,263.2107563,117.2919328,258.5180741,262.3613622,255.0629798,171,194.1069142,225.5542857,64.16941176,221.1980228,221.1980228,221.1980228,228,169.5963473,197.3119328,58.78991597,194.7797578,194.7797578,194.7797578,285,151.0167797,176.4663866,58.78991597,173.2981385,173.4754112,173.0512539,342,131.6519488,131.6519488,131.6519488,131.6519488,131.6519488,131.6519488,399,106.4698013,106.4698013,106.4698013,106.4698013,106.4698013,106.4698013,456,90.12669623,84.34252101,22.47831933,74.03401823,74.03401823,74.03401823,513,76.28178046,79.63546218,20.4610084,73.36636815,74.22621254,71.66545191,570,65.24309339,89.04957983,19.78857143,71.69483694,86.52099451,61.28042328,627,57.58690692,79.63546218,20.4610084,67.93160797,74.85803205,54.56443742,684,51.16561955,51.16561955,51.16561955,51.16561955,51.16561955,51.16561955,741,48.31479102,57.44504202,19.78857143,56.06768718,56.07309007,56.06228429,798,44.33908741,44.33908741,44.33908741,44.33908741,44.33908741,44.33908741,855,41.48854731,49.37579832,15.08151261,48.26581287,48.41517407,48.08502849,912,38.6892729,47.35848739,15.08151261,43.71480758,43.77797883,43.65163633,969,35.25759618,35.25759618,35.25759618,35.25759618,35.25759618,35.25759618,1026,32.81982166,32.81982166,32.81982166,32.81982166,32.81982166,32.81982166,1083,29.09822657,29.09822657,29.09822657,29.09822657,29.09822657,29.09822657
4,1,0,1,0,0,4.728945606,4.728945606,4.728945606,4.728945606,4.728945606,4.728945606,133,4.703472725,4.703472725,4.703472725,4.703472725,4.703472725,4.703472725,266,77.31016692,278.0043697,19.78857143,20.60673375,24.00272445,18.8919888,399,231.5756817,284.0563025,37.27193277,41.37208495,47.67592238,38.07138562,532,270.708796,284.0563025,57.44504202,64.33034973,69.26650414,59.39419532,665,271.7347366,282.0389916,84.34252101,92.69918293,99.80857143,86.14428714,798,272.2137269,284.7287395,99.80857143,106.8584194,109.2385549,104.1313252,931,279.7356378,281.3665546,99.80857143,105.1488594,110.0215061,101.075255,1064,264.2787085,281.3665546,259.1761345,262.0552371,265.1572844,259.3272439,1197,243.9509585,265.9005042,109.2226891,257.8592586,262.7866037,239.8661349,1330,175.0642574,193.9497479,66.85915966,183.2461398,186.6970348,180.4956188,1463,135.7560645,149.5689076,54.75529412,145.6428765,148.970058,141.4040509,1596,94.24203025,107.2053782,47.35848739,103.2016438,106.3275189,100.2679441,1729,59.71287791,66.85915966,25.8405042,65.64722009,65.85832324,65.34646782,1862,49.07923814,49.07923814,49.07923814,49.07923814,49.07923814,49.07923814,1995,41.5632932,47.35848739,20.4610084,43.12924162,45.44418809,39.70951681,2128,34.7271778,37.27193277,19.78857143,35.78966314,36.22849609,34.51396663,2261,28.68866162,28.68866162,28.68866162,28.68866162,28.68866162,28.68866162,2394,23.16871955,23.16871955,23.16871955,23.16871955,23.16871955,23.16871955,2527,24.16916835,24.16916835,24.16916835,24.16916835,24.16916835,24.16916835
5,1,1,1,0,0,5.338582062,5.338582062,5.338582062,5.338582062,5.338582062,5.338582062,89,5.338582062,5.338582062,5.338582062,5.338582062,5.338582062,5.338582062,178,128.6751955,168.3971429,53.41042017,112.9059418,146.7466277,60.57250832,267,183.4383203,214.1228571,22.47831933,67.84918227,93.9892655,43.8684261,356,254.7500368,266.5729412,105.8605042,263.1942624,264.750637,260.0582561,445,245.3754357,265.9005042,124.0163025,261.6001153,263.8169841,257.3260433,534,210.6086378,259.1761345,61.47966387,247.4538179,255.1559736,233.9209535,623,164.2144821,164.2144821,164.2144821,164.2144821,164.2144821,164.2144821,712,135.9799495,155.6208403,53.41042017,152.0062561,154.9879585,149.0245538,801,97.70964402,130.0682353,66.85915966,95.19089965,127.5371992,72.32326674,890,73.24871568,99.80857143,58.78991597,81.40737493,95.77394958,61.12691004,979,56.97335205,79.63546218,53.41042017,67.78517976,74.85803205,54.0062504,1068,49.29568211,57.44504202,19.78857143,55.17214747,56.05941431,54.02009636,1157,43.44621248,50.04823529,15.08151261,47.29674803,48.42647553,42.28464477,1246,38.2279855,44.6687395,15.08151261,42.52859358,43.66008403,41.46088442,1335,33.23701035,33.23701035,33.23701035,33.23701035,33.23701035,33.23701035,1424,28.46251414,28.46251414,28.46251414,28.46251414,28.46251414,28.46251414,1513,24.69659192,24.69659192,24.69659192,24.69659192,24.69659192,24.69659192,1602,22.81395376,22.81395376,22.81395376,22.81395376,22.81395376,22.81395376,1691,21.77387239,21.77387239,21.77387239,21.77387239,21.77387239,21.77387239
6,1,0,1,1,0,99.49029934,273.9697479,22.47831933,27.26815836,35.58309337,23.70852121,46,99.73596369,273.9697479,22.47831933,27.26188827,35.58309337,23.72512955,92,92.94101335,277.3319328,54.75529412,66.57455504,77.81988235,55.91395475,138,117.8960228,278.0043697,73.58352941,80.50578678,84.7933175,76.12944052,184,136.6681754,277.3319328,76.27327731,83.92396094,97.19450251,78.211478,230,143.230714,277.3319328,79.63546218,98.14459807,119.2431024,83.17942672,276,123.6439262,148.2240336,79.63546218,93.66722199,93.66722199,93.66722199,322,127.7266636,158.3105882,80.98033613,97.75983332,97.75983332,97.75983332,368,135.0504061,165.034958,84.34252101,101.9454755,101.9454755,101.9454755,414,140.0749746,172.4317647,99.80857143,113.8289107,113.8289107,113.8289107,460,143.0283367,176.4663866,99.80857143,117.0559302,117.0559302,117.0559302,506,146.7164807,176.4663866,99.80857143,118.127468,118.127468,118.127468,552,146.8062275,174.4490756,107.2053782,131.547083,131.547083,131.547083,598,167.1775502,179.8285714,54.75529412,172.5796058,177.985596,167.541314,644,192.5307913,212.7779832,54.75529412,200.7040385,207.3257237,195.342228,690,211.463924,226.8991597,64.16941176,224.785504,224.9597256,224.6112824,736,220.7225422,236.9857143,70.89378151,226.9655417,234.08722,222.243172,782,230.1167257,251.1068908,70.89378151,244.5540903,248.9526765,230.1129383,828,239.0134293,261.1934454,79.63546218,252.0029603,256.6982742,237.5416338,874,243.0493414,261.1934454,80.98033613,254.1073993,259.7242166,244.7039962
7,1,1,1,1,0,16.23277787,16.23277787,16.23277787,16.23277787,16.23277787,16.23277787,17,16.222628,16.222628,16.222628,16.222628,16.222628,16.222628,34,19.16715043,19.16715043,19.16715043,19.16715043,19.16715043,19.16715043,51,23.79690197,23.79690197,23.79690197,23.79690197,23.79690197,23.79690197,68,30.27204125,30.27204125,30.27204125,30.27204125,30.27204125,30.27204125,85,35.93370971,39.2892437,13.06420168,36.30253454,38.25193325,34.47263054,102,41.77438627,47.35848739,39.2892437,43.85188734,46.07765506,39.87910069,119,47.39612072,53.41042017,10.37445378,49.53973173,51.48727695,48.16006789,136,53.24420676,58.78991597,50.04823529,55.05768991,57.95941196,51.20550907,153,60.99363003,66.85915966,54.75529412,60.90497202,65.85832324,56.23465546,170,77.64365399,84.34252101,37.27193277,77.96430356,83.09147547,69.74103241,187,93.30790568,105.8605042,76.27327731,95.91371725,104.398366,79.61144658,204,107.1376285,120.6541176,91.73932773,109.7436407,120.6541176,95.34643998,221,124.8417075,138.809916,112.5848739,130.6992904,134.1226347,115.8807824,238,139.2360116,148.2240336,124.0163025,143.9549655,147.1492599,127.9542118,255,144.2746243,154.2759664,140.8272269,149.2689628,153.2673109,142.3048131,272,154.9916449,161.6727731,148.2240336,157.7813046,161.422564,148.8940604,289,162.0902082,172.4317647,151.5862185,167.1052989,171.8169652,155.2465328,306,169.2121735,176.4663866,158.3105882,171.5992986,175.6573608,162.3117171,323,177.9667557,187.2253782,165.034958,180.5402847,186.6140718,167.3203032
8,1,,0,0,0,13.8441772,13.8441772,13.8441772,13.8441772,13.8441772,13.8441772,193,13.85353327,13.85353327,13.85353327,13.85353327,13.85353327,13.85353327,386,127.0406268,277.3319328,40.63411765,44.59222016,53.23595873,40.63411765,579,201.6501292,277.3319328,57.44504202,62.88028268,70.60329681,58.04146438,772,193.8490258,279.3492437,79.63546218,92.9855808,99.62287754,87.10631469,965,168.8622213,278.0043697,99.80857143,104.782763,115.0105386,99.80857143,1158,170.1460574,281.3665546,61.47966387,99.78693915,110.6436479,75.13736784,1351,262.9893501,277.3319328,252.4517647,261.0421688,263.7619342,254.5811485,1544,208.5929949,230.9337815,99.80857143,216.9492308,218.157479,215.6205577,1737,163.3574573,176.4663866,61.47966387,173.2291483,173.7688196,172.0281089,1930,136.1133017,149.5689076,53.41042017,145.3336869,148.6709063,142.0939105,2123,103.4631421,117.2919328,47.35848739,111.0474355,114.517612,108.4720618,2316,69.34527576,84.34252101,27.85781513,74.71784277,79.99120147,68.725925,2509,54.84998845,61.47966387,24.49563025,57.99569907,60.13478992,55.85660822,2702,48.78057819,53.41042017,24.49563025,51.30648297,51.32616982,51.28422448,2895,42.83415405,47.35848739,22.47831933,44.47265226,45.9985025,43.53680392,3088,37.08251297,40.63411765,19.78857143,39.93442483,40.00123579,39.79866565,3281,32.23817104,32.23817104,32.23817104,32.23817104,32.23817104,32.23817104,3474,28.04934244,28.04934244,28.04934244,28.04934244,28.04934244,28.04934244,3667,26.56441853,26.56441853,26.56441853,26.56441853,26.56441853,26.56441853
9,1,,0,0,0,14.04576203,14.04576203,14.04576203,14.04576203,14.04576203,14.04576203,243,13.99989082,13.99989082,13.99989082,13.99989082,13.99989082,13.99989082,486,146.0344591,275.9870588,25.8405042,26.94560169,29.45936174,24.71383053,729,249.0369596,279.3492437,47.35848739,49.06244165,53.69653801,45.86158422,972,257.232489,281.3665546,58.78991597,65.70376681,74.7878793,60.47882744,1215,191.7939111,281.3665546,89.04957983,97.10038979,103.9670715,89.04957983,1458,190.5866533,281.3665546,101.8258824,111.4266729,116.7553726,106.0979732,1701,307.9503536,281.3665546,105.8605042,108.8095356,113.2537696,105.8605042,1944,288.235056,279.3492437,101.8258824,105.0956958,110.665687,100.5613584,2187,263.7804496,278.0043697,259.1761345,262.0077549,264.5556303,258.4243844,2430,233.7322324,255.8139496,120.6541176,238.7047396,244.174923,233.2345561,2673,164.296858,179.8285714,61.47966387,173.714279,178.4412278,172.204204,2916,126.3432623,140.8272269,53.41042017,136.2260304,139.5853563,130.5623172,3159,78.18535637,99.80857143,29.20268908,87.90305225,95.66777532,73.43681589,3402,55.23166248,61.47966387,24.49563025,60.01865524,60.47882744,59.46652652,3645,47.02903139,53.41042017,20.4610084,49.20543043,51.35268953,47.88609179,3888,39.13457327,42.65142857,20.4610084,40.65357136,41.48076109,39.91213268,4131,32.24588939,32.24588939,32.24588939,32.24588939,32.24588939,32.24588939,4374,25.62071511,25.62071511,25.62071511,25.62071511,25.62071511,25.62071511,4617,22.26310643,22.26310643,22.26310643,22.26310643,22.26310643,22.26310643
10,1,,0,1,0,27.41720507,27.41720507,27.41720507,27.41720507,27.41720507,27.41720507,27,27.41824096,27.41824096,27.41824096,27.41824096,27.41824096,27.41824096,54,105.34695,123.3438655,79.63546218,111.0629267,122.4595649,85.99998728,81,147.8811153,165.034958,140.8272269,153.2730756,162.5783119,142.4282673,108,171.0161166,189.9151261,155.6208403,178.0157239,187.08274,162.7183567,135,193.0493355,204.7087395,174.4490756,193.698542,203.8040061,178.387045,162,208.1903307,218.157479,190.587563,209.245185,216.9993931,196.9082198,189,212.392956,227.5715966,50.04823529,213.1999797,226.2780103,67.51032447,216,226.0447208,236.9857143,212.7779832,231.0249929,234.5187857,218.2264304,243,231.6742324,245.727395,218.157479,237.1263264,242.4272812,222.6747892,270,236.9334439,253.1242017,222.1921008,245.1788215,251.0439201,226.7504801,297,240.4484273,256.4863866,225.5542857,249.46492,253.6384182,229.5690623,324,243.7466666,259.1761345,225.5542857,251.8033885,255.6738358,231.8654676,351,246.6588087,265.9005042,230.2613445,253.5697175,260.4427507,235.4966971,378,248.2077945,263.2107563,232.9510924,255.7863449,262.9267096,236.9549866,405,250.6819814,263.2107563,233.6235294,255.9392917,261.4789493,240.7625822,432,251.6535899,264.5556303,236.9857143,257.8335949,263.3312875,242.5645906,459,253.7266422,265.9005042,237.6581513,258.9183016,262.6766492,244.6691549,486,252.7131476,264.5556303,237.6581513,258.6636338,262.6559958,243.4381989,513,250.4234116,264.5556303,234.2959664,256.3888243,263.4528336,240.9400149
